**SUPERHelen**;114;Fon Dorf;126;Jateed;119;Kerberos;117;Jateed;218
Kerberos;97;*Милка;124;*Милка;115;Jateed;109;danilRoman;152
Jateed;78;danilRoman;121;T@nk;80;danilRoman;89;Kerberos;152
danilRoman;70;Kerberos;118;Бродвей;58;T@nk;63;Bravan;91
Бродвей;68;T@nk;90;Kerberos;57;Катберт;56;DambLDoR;71
PROexpert;63;zabu;89;DambLDoR;56;Бродвей;55;PROexpert;68
бешка-бебешка_;61;DambLDoR;86;**SUPERHelen**;56;PROexpert;51;Fon Dorf;67
Катберт;50;walmau 6altau;74;PROexpert;53;бешка-бебешка_;50;Бродвей;66
Зверь Это Я;48;PROexpert;69;ASCENDANT;50;DambLDoR;44;ASCENDANT;64
DambLDoR;46;Бродвей;64;бешка-бебешка_;47;ASCENDANT;41;Катберт;53
T@nk;43;Bravan;59;Bravan;33;**SUPERHelen**;40;**SUPERHelen**;53
-=VeTeRoK=-;32;dodid;57;*МАРТИНА*;28;Bravan;39;zabu;48
Ice flame;31;-=VeTeRoK=-;51;Макыс;27;К@манчик;37;бешка-бебешка_;45
Ruslan);28;бешка-бебешка_;47;Зверь Это Я;26;Mental1tet;25;dodid;42
NeXTY;28;**SUPERHelen**;47;~Бармалей~;25;Fon Dorf;23;T@nk;41
Bravan;27;Зверь Это Я;43;danilRoman;24;Ice flame;19;GoldGirl.;41
GoldGirl.;23;Ruslan);42;-=VeTeRoK=-;24;Ruslan);19;~Мальвина~;41
d_MIX_b;22;Макыс;37;NeXTY;24;NeXTY;19;К@манчик;37
Макыс;19;~Мальвина~;36;BarDuck;20;-=VeTeRoK=-;18;walmau 6altau;36
Fon Dorf;19;Jateed;36;Ice flame;19;~Бармалей~;18;Ice flame;33
~Бармалей~;16;Pyrojok;35;GoldGirl.;19;dodid;16;Макыс;31
*Милка;16;К@манчик;31;StasLz42;19;d_MIX_b;15;-=VeTeRoK=-;30
К@манчик;15;Катберт;24;Fon Dorf;18;Матюслик;14;Pyrojok;28
Pyrojok;12;Ice flame;22;Pyrojok;16;Макыс;12;NeXTY;25
*МАРТИНА*;9;d_MIX_b;22;Матюслик;15;Зверь Это Я;9;d_MIX_b;23
Матюслик;8;~Цветанка~;17;d_MIX_b;15;-Brain-;8;Матюслик;19
Mental1tet;8;~Бармалей~;16;zabu;15;=ЛюЛюНдРа=;8;~Цветанка~;18
-Brain-;7;*Kronos*;14;-Brain-;13;IluXxxXa1989;8;barantya;16
ASCENDANT;7;Матюслик;13;Катберт;13;Pyrojok;8;Зверь Это Я;16
zabu;7;ASCENDANT;13;К@манчик;13;THE MECHANIC;6;IluXxxXa1989;15
IluXxxXa1989;7;:Сотофа Ханемер:;11;walmau 6altau;12;~Мальвина~;6;Димсонхрендель;14
THE MECHANIC;6;IluXxxXa1989;11;*Kronos*;10;Димсонхрендель;5;*МАРТИНА*;14
*Kronos*;5;*МАРТИНА*;10;~Мальвина~;8;GoldGirl.;5;-Brain-;11
~Мальвина~;5;Chokkolatta;9;Ruslan);6;zabu;5;*Kronos*;11
метрономикс;5;GoldGirl.;9;~КоВбоЙ ХаГиС~;6;метрономикс;5;Ruslan);10
StasLz42;5;-Brain-;8;Mental1tet;6;:Сотофа Ханемер:;4;метрономикс;10
Jah Mason;3;Mental1tet;8;Димсонхрендель;5;*Kronos*;4;Chokkolatta;9
barantya;2;NeXTY;8;dodid;5;Alpharius;3;THE MECHANIC;7
Ragnar Lodbrok;2;Ragnar Lodbrok;7;метрономикс;5;Jah Mason;3;Mental1tet;7
:Сотофа Ханемер:;2;THE MECHANIC;6;То4е4ка;4;Ragnar Lodbrok;2;StasLz42;7
dodid;2;Alpharius;5;Ragnar Lodbrok;3;DYNA;2;~Бармалей~;6
То4е4ка;1;Димсонхрендель;5;Chokkolatta;3;~КоВбоЙ ХаГиС~;2;То4е4ка;4
walmau 6altau;1;_Фея Лана_;5;:Сотофа Ханемер:;3;DIMolition;1;Jah Mason;3
DomInatoR.;1;StasLz42;5;~Цветанка~;3;То4е4ка;1;Ragnar Lodbrok;3
Chokkolatta;1;То4е4ка;3;IluXxxXa1989;2;barantya;1;Sollia;3
Димсонхрендель;1;barantya;2;Sollia;2;walmau 6altau;1;:Сотофа Ханемер:;2
=ЛюЛюНдРа=;1;DYNA;2;DIMolition;1;DomInatoR.;1;DIMolition;1
~КоВбоЙ ХаГиС~;1;Sollia;2;Alpharius;1;Alpharius;1
BarDuck;1;~КоВбоЙ ХаГиС~;1;barantya;1;DomInatoR.;1
~Цветанка~;1;BarDuck;1;DomInatoR.;1;~КоВбоЙ ХаГиС~;1
;AYEC;1;=ЛюЛюНдРа=;1;
;метрономикс;1;THE MECHANIC;1;
Jateed;165
DambLDoR;138
Kerberos;110
GoldGirl.;63
бешка-бебешка_;62
walmau 6altau;58
T@nk;46
Fon Dorf;39
PROexpert;33
zabu;33
Ice flame;31
~Мальвина~;30
Зверь Это Я;30
**SUPERHelen**;29
dodid;28
Бродвей;27
danilRoman;26
-=VeTeRoK=-;26
NeXTY;26
Макыс;24
ASCENDANT;19
*Милка;19
~Бармалей~;18
Pyrojok;18
Bravan;17
d_MIX_b;17
IluXxxXa1989;14
-Brain-;12
Матюслик;11
*Kronos*;11
Катберт;10
barantya;9
К@манчик;9
метрономикс;8
StasLz42;7
Димсонхрендель;6
Chokkolatta;5
Ruslan);4
_Фея Лана_;4
THE MECHANIC;3
Mental1tet;3
DIMolition;2
Alpharius;2
Jah Mason;2
Ragnar Lodbrok;2
~КоВбоЙ ХаГиС~;2
То4е4ка;1
DomInatoR.;1
:Сотофа Ханемер:;1
DYNA;1
~Цветанка~;1
zabu;133;Jateed;192;Kerberos;130
Jateed;111;danilRoman;183;danilRoman;121
Kerberos;105;PROexpert;173;**SUPERHelen**;84
Бродвей;83;Kerberos;139;Jateed;76
DambLDoR;82;бешка-бебешка_;106;T@nk;64
**SUPERHelen**;50;*Kronos*;102;Bravan;55
Bravan;46;Fon Dorf;80;-=VeTeRoK=-;53
Зверь Это Я;44;Bravan;49;*Kronos*;39
T@nk;39;zabu;43;PROexpert;34
danilRoman;38;GoldGirl.;40;Бродвей;31
Mental1tet;37;К@манчик;34;GoldGirl.;27
К@манчик;34;-=VeTeRoK=-;27;бешка-бебешка_;25
dodid;31;T@nk;26;DambLDoR;24
~Мальвина~;29;-Белый-;25;StasLz42;22
*Kronos*;27;DambLDoR;24;zabu;20
AYEC;26;Макыс;23;-Белый-;19
NeXTY;26;*Милка;19;Fon Dorf;18
~Бармалей~;26;Бродвей;19;Ice flame;17
Fon Dorf;22;walmau 6altau;15;*Милка;17
GoldGirl.;19;Димсонхрендель;13;Димсонхрендель;16
Ice flame;18;**SUPERHelen**;11;THE MECHANIC;15
d_MIX_b;17;Катберт;10;AYEC;14
Макыс;16;d_MIX_b;10;NeXTY;11
PROexpert;15;ASCENDANT;9;Макыс;9
бешка-бебешка_;14;NeXTY;9;ASCENDANT;6
Катберт;14;метрономикс;9;К@манчик;6
barantya;13;~Бармалей~;9;walmau 6altau;5
-Brain-;12;Ice flame;7;Ruslan);5
Ruslan);11;~Цветанка~;7;d_MIX_b;5
StasLz42;11;Ragnar Lodbrok;6;Pyrojok;5
*Милка;10;Pyrojok;5;Mental1tet;4
ASCENDANT;9;DYNA;4;~Бармалей~;4
~Цветанка~;8;AYEC;4;Ragnar Lodbrok;3
Pyrojok;8;Alpharius;3;DYNA;3
-=VeTeRoK=-;7;:Сотофа Ханемер:;3;~Мальвина~;3
метрономикс;7;*МАРТИНА*;3;DIMolition;2
-Белый-;6;Зверь Это Я;3;То4е4ка;2
Chokkolatta;5;barantya;2;Jah Mason;2
Матюслик;5;DomInatoR.;2;DomInatoR.;2
Димсонхрендель;5;THE MECHANIC;2;dodid;2
Sollia;5;~Мальвина~;2;Катберт;1
Ragnar Lodbrok;4;Sollia;2;~Цветанка~;1
DomInatoR.;4;DIMolition;1;метрономикс;1
BarDuck;4;Jah Mason;1;
*МАРТИНА*;3;Mental1tet;1;
Alpharius;1;dodid;1;
То4е4ка;1;
Jah Mason;1;
DYNA;1;
=ЛюЛюНдРа=;1;
THE MECHANIC;1;